"X","Family","ID","Sex","Treatment","Size","Eclosion","Censored","Lifespan","Activity","Block","Assay","Trial.Date","Chamber","StartTime","Session","age_at_flight","total_distance","total_duration","total_avg_speed","total_peak_speed","marathon_flights","long_flights","medium_flights","short_flights","skip_flights","trial_length"
453,"xBD","xBD7","F","B",5.17,"03/06/2022",1,51,"Flight","G","1","21/06/2022","E","16:25","66",18,9537.44,14134.25065,0.674775072,1.471802983,0,0,8,8,1,14399.9741
454,"xAZ","xAZ4","F","B",5.243333333,"03/06/2022",1,51,"Flight","G","1","18/06/2022","B","10:13","61",15,341.44,416.2939038,0.820189767,1.924250444,0,0,0,3,9,14130.90753
455,"xBF","xBF14","F","B",5.123333333,"03/06/2022",1,51,"Flight","G","1","18/06/2022","E","10:13","61",15,7973.68,9580.917684,0.832245956,2.113089013,0,0,0,37,50,14130.90753
456,"xBJ","xBJ7","M","B",4.686666667,"03/06/2022",1,51,"Flight","G","1","18/06/2022","A","10:13","61",15,11299.2,12146.22743,0.930264156,2.122691842,0,0,1,32,23,14130.90753
457,"xBF","xBF11","M","B",5.003333333,"03/06/2022",1,51,"Flight","G","1","15/06/2022","A","09:53","57",12,1093.84,1448.479614,0.755164235,1.816403155,0,0,0,9,21,14399.93202
458,"xAI","xAI10","M","B",4.74,"27/03/2022",1,51,"Flight","F","1","07/04/2022","D","09:43","50",11,2182.4,4800.261449,0.454641903,1.438336621,0,0,1,7,10,14399.99207
459,"xAX","xAX18","M","B",5.543333333,"03/06/2022",1,51,"Waiting","G","0","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
460,"xAZ","xAZ1","F","B",5.336666667,"03/06/2022",1,51,"Waiting","G","0","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
461,"xAF","xAF10","F","B",5.32,"17/03/2022",1,51,"Waiting","E","0","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
462,"xBB","xBB5","F","B",5.243333333,"03/06/2022",1,51,"Waiting","G","0","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
463,"xAK","xAK10","F","B",5.173333333,"27/03/2022",1,51,"Waiting","F","0","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
464,"xBE","xBE9","M","A",4.163333333,"03/06/2022",1,51,"Waiting","G","0","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
465,"xAD","xAD9","F","B",5.526666667,"15/03/2022",1,50,"Flight","E","1","31/03/2022","E","16:11","41",16,1466.08,2127.750948,0.689028009,2.261652525,0,0,0,7,20,14399.97221
466,"xAA","xAA2","M","A",4.476666667,"15/03/2022",1,50,"Flight","E","1","30/03/2022","C","13:21","39",15,4606.8,4985.444545,0.924049994,1.493821935,0,1,0,1,3,5114.932245
467,"xT","xT12","M","A",3.59,"09/03/2022",1,49,"Flight","D","1","29/03/2022","E","14:15","37",20,0,0,NA,NA,0,0,0,0,0,14399.98732
468,"xT","xT6","F","B",4.94,"09/03/2022",1,49,"Flight","D","1","22/03/2022","B","13:25","26",13,4356,11603.27148,0.375411366,2.977006175,0,0,3,41,22,14399.99677
469,"xO","xO5","F","B",5.043333333,"06/03/2022",1,49,"Flight","C","1","22/03/2022","E","09:04","24",16,8.8,20.64643431,0.426223718,0.607694102,0,0,0,0,3,14399.99524
470,"xS","xS13","M","B",4.85,"09/03/2022",1,49,"Waiting","D","0","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
471,"xBC","xBC4","F","A",3.803333333,"02/06/2022",1,48,"Flight","G","1","12/06/2022","B","09:20","54",10,5006.32,13647.14369,0.366840132,1.221677659,0,0,7,13,15,14399.97932
472,"xJ","xJ14","M","B",5.366666667,"06/03/2022",0,48,"Flight","C","1","19/03/2022","A","13:50","21",13,7546,12765.38038,0.591130054,1.732181383,0,0,6,25,9,14399.97884
473,"xD","xD3","M","B",5.306666667,"28/02/2022",1,48,"Flight","B","1","18/03/2022","A","09:12","18",18,7678,12470.92826,0.615671892,1.720006394,0,1,6,7,0,14399.99413
474,"xI","xI14","M","B",5.59,"06/03/2022",0,48,"Flight","C","1","16/03/2022","A","10:11","15",10,713.68,1177.864231,0.605910241,1.813610488,0,0,1,3,0,14399.99573
475,"xAW","xAW3","M","B",5.2,"02/06/2022",1,48,"Waiting","G","0","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
476,"xAF","xAF12","F","B",5.13,"17/03/2022",1,48,"Waiting","E","0","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
477,"xAX","xAX5","M","A",4.21,"02/06/2022",1,48,"Waiting","G","0","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
478,"xBC","xBC12","F","B",5.52,"03/06/2022",1,47,"Flight","G","1","22/06/2022","E","07:27","67",19,791.12,1509.23518,0.524186032,1.596682005,0,0,0,3,41,14399.98386
479,"xBH","xBH16","M","B",5.09,"03/06/2022",1,47,"Flight","G","1","21/06/2022","F","16:25","66",18,10484.32,14094.43515,0.743862375,1.829560121,0,0,9,5,1,14399.9741
480,"xAY","xAY4","F","B",4.913333333,"03/06/2022",1,47,"Flight","G","1","18/06/2022","D","10:13","61",15,2614.48,5411.025055,0.483176473,1.490129231,0,0,0,25,41,14130.90753
481,"xZ","xZ4","F","B",5.35,"15/03/2022",1,47,"Flight","E","1","29/03/2022","D","09:30","36",14,547.36,957.5498781,0.571625575,1.260183337,0,0,0,5,0,14399.98541
482,"xBG","xBG15","M","B",5.71,"03/06/2022",1,47,"Waiting","G","0","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
483,"xBH","xBH9","M","B",5.21,"03/06/2022",1,47,"Waiting","G","0","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
484,"xBD","xBD5","M","B",5.06,"03/06/2022",1,47,"Waiting","G","0","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
485,"xQ","xQ9","M","B",5.103333333,"09/03/2022",1,46,"Flight","D","1","26/03/2022","G","13:36","34",17,3177.68,8296.336334,0.38302208,1.792099935,0,0,3,29,26,14399.98624
486,"xQ","xQ13","F","A",4.04,"09/03/2022",1,46,"Waiting","D","0","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
487,"xQ","xQ17","F","A",3.576666667,"09/03/2022",1,46,"Waiting","D","0","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
488,"xBF","xBF3","F","A",4.073333333,"02/06/2022",1,45,"Flight","G","1","17/06/2022","G","15:55","60",15,2264.24,4069.629838,0.556374926,1.238207059,0,0,0,22,31,14399.26906
489,"xAX","xAX16","M","B",5.473333333,"03/06/2022",1,44,"Flight","G","1","22/06/2022","G","07:27","67",19,2148.08,2006.743119,1.070430978,1.849909494,0,0,2,0,0,14399.98386
490,"xBC","xBC9","M","B",5.36,"03/06/2022",1,44,"Flight","G","1","22/06/2022","D","07:27","67",19,0,0,NA,NA,0,0,0,0,0,14399.98386
491,"xAX","xAX10","M","B",5.3,"03/06/2022",1,44,"Flight","G","1","15/06/2022","F","15:35","58",12,1223.2,1520.778129,0.804325086,1.892680169,0,0,0,5,20,14399.76479
492,"xAX","xAX15","M","B",5.383333333,"03/06/2022",1,44,"Waiting","G","0","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
493,"xBJ","xBJ9","M","B",5.06,"03/06/2022",1,44,"Waiting","G","0","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
494,"xBF","xBF15","F","B",5.026666667,"03/06/2022",1,44,"Waiting","G","0","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
495,"xBH","xBH13","F","B",4.806666667,"03/06/2022",1,44,"Waiting","G","0","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
496,"xBC","xBC7","M","B",4.596666667,"03/06/2022",1,44,"Waiting","G","0","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
497,"xAD","xAD8","F","B",5.593333333,"15/03/2022",1,43,"Flight","E","1","31/03/2022","F","16:11","41",16,9433.6,10073.37768,0.936488267,1.95652561,0,0,5,12,19,14399.97221
498,"xAA","xAA4","M","A",4.503333333,"15/03/2022",1,43,"Waiting","E","0","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
499,"xAI","xAI9","F","A",4.286666667,"25/03/2022",1,43,"Waiting","F","0","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
500,"xAX","xAX14","M","B",5.46,"03/06/2022",1,40,"Flight","G","1","22/06/2022","B","07:27","67",19,10149.92,8584.762442,1.182318098,2.350890564,0,0,4,4,4,14399.98386
501,"xBE","xBE4","M","B",4.936666667,"03/06/2022",1,40,"Flight","G","1","15/06/2022","C","09:53","57",12,4832.08,5957.000971,0.811159848,1.812819501,0,0,3,11,6,14399.93202
502,"xAX","xAX12","M","B",5.51,"03/06/2022",1,40,"Waiting","G","0","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
503,"xS","xS8","F","B",4.716666667,"09/03/2022",1,39,"Waiting","D","0","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
504,"xD","xD6","F","B",5.356666667,"28/02/2022",0,36,"Flight","B","1","18/03/2022","D","14:10","19",18,6142.4,7106.012681,0.864394742,1.957109682,0,0,4,8,2,14399.99859
505,"xAX","xAX11","M","B",5.13,"03/06/2022",1,36,"Waiting","G","0","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
506,"xBD","xBD4","M","A",4.11,"02/06/2022",1,31,"Flight","G","1","15/06/2022","G","09:53","57",13,0,0,NA,NA,0,0,0,0,0,14399.93202
507,"xI","xI11","M","B",4.94,"06/03/2022",0,31,"Flight","C","1","17/03/2022","B","09:11","16",11,8772.72,11438.28678,0.766961011,1.932380344,0,1,4,2,5,14394.37635
508,"xP","xP11","F","A",3.543333333,"06/03/2022",0,28,"Flight","C","1","20/03/2022","C","12:56","23",14,20.24,99.44646049,0.2035266,0.602548624,0,0,0,0,4,14399.98775
509,"xAZ","xAZ2","F","B",5.333333333,"03/06/2022",1,26,"Flight","G","1","18/06/2022","G","10:13","61",15,544.72,450.9998596,1.207805254,2.169827665,0,0,0,1,3,14130.90753
510,"xBB","xBB1","M","A",4.316666667,"02/06/2022",1,24,"Waiting","G","0","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
511,"xJ","xJ6","M","B",5.423333333,"06/03/2022",0,21,"Flight","C","1","22/03/2022","D","09:04","24",16,828.96,866.0324781,0.957192739,2.300087692,0,0,0,2,10,14399.99524
512,"xT","xT13","M","A",4.776666667,"09/03/2022",0,20,"Flight","D","1","29/03/2022","F","14:15","37",20,175.12,429.3110421,0.407909378,1.943394185,0,0,0,1,6,14399.98732
513,"xAJ","xAJ11","M","B",5.556666667,"27/03/2022",0,17,"Flight","F","1","05/04/2022","G","14:25","48",9,4150.08,5839.65683,0.710671897,2.00455195,0,0,3,2,0,14399.99508
514,"xI","xI9","M","B",5.57,"06/03/2022",0,17,"Flight","C","1","23/03/2022","G","08:47","27",17,6295.52,8177.542838,0.769854726,1.881077156,0,1,0,7,7,14399.58746
515,"xE","xE12","F","A",NA,"28/02/2022",0,16,"Waiting","B","0","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
516,"xJ","xJ13","M","B",NA,"06/03/2022",0,13,"Flight","C","1","18/03/2022","B","09:12","18",12,5789.52,9402.637356,0.615733627,2.59428659,0,0,7,13,4,14399.99413
517,"xK","xK8","M","A",NA,"06/03/2022",0,13,"Waiting","C","0","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
518,"xBB","xBB2","F","A",NA,"02/06/2022",0,13,"Flight","G","1","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
519,"xH","xH1","M","A",4.103333333,"28/02/2022",1,13,"Waiting","B","0","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
520,"xBI","xBI3","M","A",4.133333333,"02/06/2022",1,12,"Waiting","G","0","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
521,"xAX","xAX2","M","A",3.796666667,"02/06/2022",1,12,"Waiting","G","0","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
522,"xBC","xBC11","M","B",4.19,"03/06/2022",1,11,"Flight","G","1","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
523,"xBK","xBK1","M","B",3.803333333,"03/06/2022",1,11,"Flight","G","1","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
524,"xL","xL5","M","B",NA,"06/03/2022",0,10,"Waiting","C","0","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
525,"xK","xK6","F","A",4.263333333,"06/03/2022",1,10,"Waiting","C","0","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
526,"xAJ","xAJ8","F","B",5.32,"27/03/2022",0,9,"Flight","F","1","05/04/2022","C","11:55","46b",9,344.08,817.1741786,0.421060784,0.852986844,0,0,0,5,8,14399.99504
527,"xD","xD16","F","A",NA,"28/02/2022",0,9,"Waiting","B","0","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
528,"xAY","xAY3","M","A",4.006666667,"03/06/2022",1,8,"Flight","G","1","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
529,"xI","xI2","F","A",4.193333333,"06/03/2022",1,7,"Waiting","C","0","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
530,"xI","xI12","M","B",5.44,"06/03/2022",1,171,"Flight","C","2","07/05/2022","G","13:24","120",62,3480.4,3576.973473,0.973001345,2.265361529,0,0,2,1,5,14399.9984
531,"xE","xE5","M","B",5.733333333,"28/02/2022",1,159,"Flight","B","2","03/05/2022","G","","112",64,0,0,NA,NA,0,0,0,0,0,14399.98077
532,"xG","xG3","F","B",4.936666667,"28/02/2022",1,159,"Flight","B","2","30/04/2022","D","16:05","109",61,0,0,NA,NA,0,0,0,0,0,14399.9821
533,"xG","xG6","F","A",3.906666667,"28/02/2022",1,155,"Flight","B","2","04/05/2022","F","09:47","114",65,1460.8,4719.413707,0.309529974,1.483294702,0,0,3,5,8,14399.99773
534,"xG","xG7","M","B",5.4,"02/03/2022",1,153,"Flight","C","2","04/05/2022","D","09:47","114",63,587.84,1061.847034,0.553601396,1.10648675,0,0,0,6,7,14399.99773
535,"xE","xE11","M","A",4.223333333,"28/02/2022",1,153,"Flight","B","2","03/05/2022","C","15:22","113",64,922.24,2671.930924,0.345158624,1.309700982,0,0,2,4,17,14399.98962
536,"xAD","xAD7","M","B",5.56,"15/03/2022",1,151,"Flight","E","2","14/05/2022","E","14:20","128",60,2511.52,3049.589959,0.823559899,1.891407681,0,0,2,3,12,14399.99611
537,"xM","xM10","F","B",5.57,"06/03/2022",1,149,"Flight","C","2","10/05/2022","D","11:12","122",65,88.88,279.8045435,0.31765031,0.994772916,0,0,0,0,16,14399.97579
538,"xO","xO2","F","A",4.023333333,"06/03/2022",1,149,"Flight","C","2","06/05/2022","E","14:25","118",61,683.76,2273.36134,0.300770488,1.077921809,0,0,1,8,2,14397.69007
539,"xF","xF4","F","A",4.096666667,"28/02/2022",1,149,"Flight","B","2","01/05/2022","C","10:09","110",62,0,0,NA,NA,0,0,0,0,0,14399.84237
540,"xE","xE14","F","A",4.683333333,"28/02/2022",1,146,"Flight","B","2","03/05/2022","F","15:22","113",64,8514.88,8168.736229,1.042374213,1.738666606,1,0,1,0,1,14399.98962
541,"xAF","xAF8","F","B",5.193333333,"17/03/2022",1,145,"Flight","E","2","19/05/2022","F","09:33","131",63,6056.16,6385.368399,0.948443319,1.888488989,0,1,1,1,0,14399.97326
542,"xAH","xAH14","M","B",5.296666667,"27/03/2022",1,142,"Flight","F","2","27/05/2022","A","12:44","136",61,880,1134.101748,0.775944488,1.851209369,0,0,1,1,6,14399.99164
543,"xG","xG4","F","B",5.07,"28/02/2022",1,142,"Flight","B","2","30/04/2022","A","16:05","109",61,5052.08,4703.276836,1.074161734,1.59121107,0,1,0,0,0,14399.9821
544,"xAI","xAI5","F","A",4.05,"25/03/2022",1,141,"Flight","F","2","31/05/2022","A","","139",67,4.4,9.140962839,0.481349731,0.537226145,0,0,0,0,1,14399.98359
545,"xJ","xJ2","M","A",4.456666667,"06/03/2022",1,140,"Flight","C","2","06/05/2022","A","14:25","118",61,966.24,2477.205757,0.390052379,0.94617876,0,0,1,7,1,14397.69007
546,"xG","xG2","M","B",5.086666667,"28/02/2022",1,139,"Flight","B","2","30/04/2022","D","10:30","108",61,5929.44,8973.027772,0.660807049,1.642906909,0,0,6,10,15,14399.98284
547,"xBA","xBA4","M","A",4.296666667,"02/06/2022",1,138,"Flight","G","2","02/08/2022","D","14:32","151",61,5087.28,10260.13357,0.495829802,1.521375384,0,0,6,19,9,14399.98606
548,"xBK","xBK14","M","A",5.16,"02/06/2022",1,138,"Flight","G","2","03/08/2022","C","08:34","152",62,8756.88,10863.13362,0.806109941,1.709245526,1,0,1,2,1,11034.93989
549,"xAA","xAA6","F","B",5.34,"15/03/2022",1,138,"Flight","E","2","21/05/2022","D","11:44","133",67,36.08,104.4853549,0.345311551,0.723052731,0,0,0,1,1,14399.9806
550,"xN","xN2","F","B",5.42,"06/03/2022",1,136,"Flight","C","2","10/05/2022","A","15:50","123",65,93.28,134.6243801,0.692890841,1.19941505,0,0,0,1,0,14399.98593
551,"xN","xN14","M","A",4.596666667,"06/03/2022",1,136,"Flight","C","2","06/05/2022","E","09:47","117",61,12191.52,12073.60261,1.009766546,1.891931212,0,1,3,8,13,14398.84561
552,"xJ","xJ4","M","A",4.463333333,"06/03/2022",1,136,"Flight","C","2","07/05/2022","A","13:24","120",62,7094.56,7227.532557,0.981601943,1.83238215,0,0,4,6,9,14399.9984
553,"xAK","xAK14","F","B",5.386666667,"27/03/2022",1,135,"Flight","F","2","26/05/2022","A","09:43","135",60,10264.32,14364.26901,0.714573083,1.387747893,1,1,0,0,0,14399.98435
554,"xAJ","xAJ10","F","B",5.386666667,"27/03/2022",1,135,"Flight","F","2","26/05/2022","F","09:43","135",60,2222,4661.59654,0.476660728,1.303168932,0,0,3,1,9,14399.98435
555,"xD","xD7","M","B",5.656666667,"28/02/2022",1,135,"Flight","B","2","03/05/2022","B","15:22","113",64,2768.48,2857.040288,0.969002786,2.03961966,0,0,1,5,15,14399.98962
556,"xM","xM3","F","A",4.06,"06/03/2022",1,133,"Flight","C","2","08/05/2022","C","13:00","121",63,0,0,NA,NA,0,0,0,0,0,14399.9858
557,"xN","xN17","F","A",3.953333333,"06/03/2022",1,133,"Flight","C","2","07/05/2022","G","08:37","119",62,0,0,NA,NA,0,0,0,0,0,14399.97404
558,"xN","xN3","M","B",5.436666667,"06/03/2022",1,133,"Flight","C","2","11/05/2022","D","09:10","124",66,2002.88,3079.502683,0.650390731,1.744782308,0,0,0,13,17,14399.99953
559,"xI","xI13","M","B",5.486666667,"06/03/2022",1,133,"Flight","C","2","05/05/2022","A","12:47","116",60,0,0,NA,NA,0,0,0,0,0,14399.76396
560,"xBI","xBI16","F","B",5.266666667,"03/06/2022",1,130,"Flight","G","2","03/08/2022","B","12:53","153",61,7163.2,9120.905646,0.785360608,1.486121974,1,0,0,5,1,14399.21934
561,"xM","xM11","M","B",5.226666667,"06/03/2022",1,129,"Flight","C","2","06/05/2022","D","09:47","117",61,11237.6,12136.86228,0.925906527,1.813591774,1,0,1,3,5,14398.84561
562,"xL","xL4","F","B",4.75,"06/03/2022",1,129,"Flight","C","2","06/05/2022","B","09:47","117",61,7986,12868.36047,0.620591879,1.427855351,1,0,1,12,20,14398.84561
563,"xI","xI8","F","B",5.143333333,"06/03/2022",1,129,"Flight","C","2","06/05/2022","C","14:25","118",61,10021.44,9992.610694,1.002885062,2.866599399,1,0,1,0,2,14397.69007
564,"xI","xI6","F","A",4.476666667,"06/03/2022",1,129,"Flight","C","2","10/05/2022","E","15:50","123",65,146.08,324.7835028,0.44977654,0.897820903,0,0,0,1,2,14399.98593
565,"xAX","xAX1","M","A",4.003333333,"02/06/2022",1,128,"Flight","G","2","10/08/2022","D","13:38","156",69,396.88,936.1821618,0.423934589,0.731077974,0,0,1,0,1,14399.99239
566,"xD","xD5","M","B",5.5,"28/02/2022",1,128,"Flight","B","2","29/04/2022","B","14:37","107",60,409.2,916.5815682,0.446441445,1.18143471,0,0,0,6,4,14399.1871
567,"xQ","xQ10","F","A",4.883333333,"09/03/2022",1,126,"Flight","D","2","11/05/2022","A","09:10","124",63,11839.52,10653.99751,1.111274898,2.145813191,1,0,1,0,0,14399.99953
568,"xP","xP13","F","A",3.77,"06/03/2022",1,125,"Flight","C","2","06/05/2022","C","09:47","117",61,364.32,774.9611578,0.470113884,1.000956626,0,0,1,0,2,14398.84561
569,"xM","xM2","M","A",3.846666667,"06/03/2022",1,125,"Flight","C","2","07/05/2022","D","13:24","120",62,29.04,134.4548848,0.215983228,0.850355872,0,0,0,0,10,14399.9984
570,"xH","xH4","M","A",4.123333333,"28/02/2022",1,125,"Flight","B","2","03/05/2022","A","15:22","113",64,4088.48,6559.058512,0.623333363,1.130843586,0,0,4,5,15,14399.98962
571,"xAA","xAA1","F","A",4.426666667,"15/03/2022",1,124,"Flight","E","2","14/05/2022","F","14:20","128",60,10464.96,12091.26474,0.865497549,1.554372269,0,1,3,1,1,14399.99611
572,"xBG","xBG10","M","B",5.78,"03/06/2022",1,123,"Flight","G","2","02/08/2022","B","14:32","151",60,5448.08,4765.925254,1.14313165,2.006137203,0,0,1,5,1,14399.98606
573,"xBE","xBE12","F","A",3.723333333,"03/06/2022",1,123,"Flight","G","2","02/08/2022","F","14:32","151",60,0,0,NA,NA,0,0,0,0,0,14399.98606
574,"xAK","xAK15","M","B",5.356666667,"27/03/2022",1,122,"Flight","F","2","28/05/2022","G","10:24","137",62,776.16,1064.306787,0.729263413,1.680123413,0,0,1,1,1,14399.99462
575,"xJ","xJ10","M","B",5.333333333,"06/03/2022",1,122,"Flight","C","2","06/05/2022","F","09:47","117",61,5210.48,10896.25856,0.478189827,1.576287499,0,0,7,7,5,14398.84561
576,"xL","xL1","M","B",5.02,"06/03/2022",1,122,"Flight","C","2","10/05/2022","G","15:50","123",65,0,0,NA,NA,0,0,0,0,0,14399.98593
577,"xT","xT8","M","B",5.083333333,"09/03/2022",1,122,"Flight","D","2","13/05/2022","C","09:54","126",65,402.16,716.026171,0.561655448,1.395146687,0,0,1,0,2,12210.98491
578,"xBD","xBD6","F","B",4.963333333,"03/06/2022",1,120,"Flight","G","2","04/08/2022","C","08:30","154",62,14.96,56.13891315,0.266481824,0.5533697,0,0,0,0,5,14399.99807
579,"xAG","xAG9","F","B",5.74,"27/03/2022",1,119,"Flight","F","2","31/05/2022","B","","139",65,0,0,NA,NA,0,0,0,0,0,14399.98359
580,"xN","xN7","M","B",5.533333333,"06/03/2022",1,119,"Flight","C","2","11/05/2022","B","09:10","124",66,12076.24,14314.17929,0.843655773,1.894592115,1,0,0,0,1,14399.99953
581,"xM","xM5","F","A",4.09,"06/03/2022",1,119,"Flight","C","2","12/05/2022","B","09:29","125",67,21.12,80.48218274,0.26241833,0.650805287,0,0,0,0,4,14399.10749
582,"xI","xI7","M","A",4.123333333,"06/03/2022",1,119,"Flight","C","2","13/05/2022","A","09:54","126",68,9584.96,11827.07721,0.810425081,1.775464982,0,2,1,0,2,12210.98491
583,"xH","xH10","F","B",4.763333333,"28/02/2022",1,118,"Flight","B","2","30/04/2022","G","10:30","108",61,13949.76,14059.11729,0.992221611,2.033492142,1,0,1,2,8,14399.98284
584,"xAX","xAX4","M","A",4.003333333,"02/06/2022",1,117,"Flight","G","2","10/08/2022","B","13:38","156",69,2.64,6.739730835,0.391707038,0.390066257,0,0,0,0,1,14399.99239
585,"xAG","xAG12","M","B",5.78,"27/03/2022",1,115,"Flight","F","2","26/05/2022","D","09:43","135",60,2806.32,3913.568964,0.71707437,1.906635755,0,0,1,14,9,14399.98435
586,"xD","xD11","M","A",4.55,"28/02/2022",1,114,"Flight","B","2","01/05/2022","G","10:09","110",62,6045.6,7653.380313,0.789925465,1.755523196,0,0,5,16,5,14399.84237
587,"xE","xE4","M","B",5.756666667,"28/02/2022",1,114,"Flight","B","2","03/05/2022","F","","112",64,3517.36,4632.291625,0.759313162,1.872153222,0,0,0,21,15,14399.98077
588,"xE","xE7","M","B",5.516666667,"28/02/2022",1,114,"Flight","B","2","03/05/2022","D","15:22","113",64,91.52,145.1519992,0.630511467,1.588679713,0,0,0,1,3,14399.98962
589,"xH","xH9","M","B",5.223333333,"28/02/2022",1,114,"Flight","B","2","03/05/2022","A","","112",64,5101.36,5729.204097,0.890413383,1.479170524,0,0,2,2,0,14399.98077
590,"xJ","xJ7","F","B",5.52,"06/03/2022",1,112,"Flight","C","2","07/05/2022","A","08:37","119",62,4915.68,5436.98311,0.904119049,2.124434079,0,0,1,9,5,14399.97404
591,"xJ","xJ1","M","A",4.233333333,"06/03/2022",1,112,"Flight","C","2","06/05/2022","B","14:25","118",61,17.6,84.90745735,0.207284502,0.592796974,0,0,0,0,5,14397.69007
592,"xO","xO9","M","B",5.016666667,"06/03/2022",1,112,"Flight","C","2","05/05/2022","B","12:47","116",60,4934.16,11738.7743,0.420330085,1.965970392,0,0,3,29,15,14399.76396
593,"xE","xE8","M","A",4.246666667,"28/02/2022",1,111,"Flight","B","2","01/05/2022","D","15:10","111",62,1740.64,3979.421316,0.437410332,1.356168501,0,0,2,9,9,14392.74762
594,"xBD","xBD2","F","A",4.036666667,"02/06/2022",1,110,"Flight","G","2","11/08/2022","A","10:03","157",70,3993.44,5412.06751,0.737876975,1.482809643,0,0,3,15,7,14399.99125
595,"xBK","xBK11","M","A",5.383333333,"02/06/2022",1,110,"Flight","G","2","03/08/2022","A","12:53","153",62,6105.44,8098.861391,0.753863995,1.939722573,0,1,2,0,0,14399.21934
596,"xBI","xBI8","M","A",4.386666667,"02/06/2022",1,110,"Flight","G","2","02/08/2022","F","09:50","150",61,439.12,788.8825479,0.55663546,1.254744835,0,0,0,4,3,14398.81366
597,"xAG","xAG4","F","A",4.303333333,"25/03/2022",1,110,"Flight","F","2","24/05/2022","C","13:00","134",60,154,702.2065909,0.219308679,2.343759438,0,0,0,3,14,14399.97837
598,"xAK","xAK2","F","A",4.03,"25/03/2022",1,110,"Flight","F","2","31/05/2022","C","","139",67,3280.64,6365.879749,0.515347466,1.051063617,0,0,3,6,10,14399.98359
599,"xBH","xBH11","F","B",4.976666667,"03/06/2022",1,109,"Flight","G","2","02/08/2022","C","14:32","151",60,0,0,NA,NA,0,0,0,0,0,14399.98606
600,"xAG","xAG15","F","B",5.476666667,"27/03/2022",1,108,"Flight","F","2","27/05/2022","C","12:44","136",61,0,0,NA,NA,0,0,0,0,0,14399.99164
601,"xAH","xAH15","F","B",5.366666667,"27/03/2022",1,108,"Flight","F","2","29/05/2022","E","10:44","138",63,3344,3734.50896,0.895432314,1.867769716,0,0,3,1,18,14399.99665
602,"xP","xP14","M","A",3.99,"06/03/2022",1,108,"Flight","C","2","07/05/2022","E","08:37","119",62,5551.92,8009.849794,0.693136593,1.566276738,0,0,5,9,11,14399.97404
603,"xJ","xJ9","F","B",5.42,"06/03/2022",1,108,"Flight","C","2","06/05/2022","G","09:47","117",61,5019.52,5030.813065,0.997755221,2.102099099,0,0,2,2,0,14398.84561
604,"xI","xI4","F","A",4.466666667,"06/03/2022",1,108,"Flight","C","2","11/05/2022","G","09:10","124",66,0,0,NA,NA,0,0,0,0,0,14399.99953
